title:reading_aloud_1, start timestamp:2020-01-08T16:27:07.699887-06:00, stop timestamp:2020-01-08T16:27:38.629076-06:00, headset type:EPOCFLEX, headset serial:F00000F7, headset firmware:f12, subject name:Kat, channels:74, sampling rate:128, samples:3992      , version:2.0
Timestamp,EEG.Counter,EEG.Interpolated,EEG.Cz,EEG.Fz,EEG.Fp1,EEG.F7,EEG.F3,EEG.FC1,EEG.C3,EEG.FC5,EEG.FT9,EEG.T7,EEG.TP9,EEG.CP5,EEG.CP1,EEG.P3,EEG.P7,EEG.O1,EEG.Pz,EEG.Oz,EEG.O2,EEG.P8,EEG.P4,EEG.CP2,EEG.CP6,EEG.TP10,EEG.T8,EEG.FT10,EEG.FC6,EEG.C4,EEG.FC2,EEG.F4,EEG.F8,EEG.Fp2,EEG.HighBitFlex,EEG.RawCq,EEG.Battery,MarkerIndex,MarkerType,MarkerValueInt,EEG.MarkerHardware,CQ.Cz,CQ.Fz,CQ.Fp1,CQ.F7,CQ.F3,CQ.FC1,CQ.C3,CQ.FC5,CQ.FT9,CQ.T7,CQ.TP9,CQ.CP5,CQ.CP1,CQ.P3,CQ.P7,CQ.O1,CQ.Pz,CQ.Oz,CQ.O2,CQ.P8,CQ.P4,CQ.CP2,CQ.CP6,CQ.TP10,CQ.T8,CQ.FT10,CQ.FC6,CQ.C4,CQ.FC2,CQ.F4,CQ.F8,CQ.Fp2
1578522427.855278,3.000000,0.000000,-368.623901,-201.268158,-461.682678,-315.790192,-5.810330,74.627922,-74.655830,-55.713371,-188.120758,1041.646484,94.623268,33.268471,-244.166870,-158.368958,307.253021,-99.904480,-166.813797,92.292641,225.441422,-39.980301,-208.299515,-319.911224,-161.033997,342.772736,390.458221,26.915979,-159.240311,-201.142044,-312.081848,-565.104187,-469.906189,-470.451904,0.000000,185.000000,-1.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,3.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000
1578522427.862928,4.000000,0.000000,-365.178375,-190.810486,-456.605621,-316.500031,-5.291699,78.655861,-76.632454,-53.093555,-209.471100,1031.886963,127.349152,22.978792,-244.948334,-158.210587,290.535492,-80.317398,-155.877762,110.149063,247.780075,-36.863396,-203.475830,-315.488739,-159.847321,375.250488,422.888275,21.760859,-160.619522,-208.120392,-311.769775,-569.667297,-467.385010,-453.058380,0.000000,236.000000,-1.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,3.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000
1578522427.870677,5.000000,0.000000,-361.736267,-178.824799,-449.995178,-308.491241,8.559747,97.551559,-72.966080,-38.168667,-224.646240,1039.060181,94.914116,39.878891,-245.216217,-156.513916,323.065460,-112.544769,-161.362900,77.731224,215.224609,-4.006021,-201.733902,-315.173248,-163.277222,342.567535,394.260254,19.174995,-151.740952,-209.450729,-310.945190,-568.071960,-460.250946,-435.682220,0.000000,210.000000,-1.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,3.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000
1578522427.878327,6.000000,0.000000,-357.784790,-177.107513,-447.493896,-297.926331,23.935802,120.530930,-69.816193,-33.515114,-202.883133,1038.533936,62.511509,38.813370,-242.919708,-159.434326,325.819336,-138.073257,-159.663086,66.884262,208.855530,11.382601,-195.891144,-313.832428,-160.037018,309.917267,361.558289,-6.998026,-152.614853,-206.164352,-311.147064,-569.555176,-472.611206,-456.785004,0.000000,216.000000,-1.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,3.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000
1578522427.886076,7.000000,0.000000,-354.350067,-180.007324,-448.584869,-315.577118,22.373405,146.051422,-78.977142,-46.302113,-191.398209,1005.187683,66.038742,12.620711,-244.728073,-165.941559,293.185822,-105.114670,-151.811111,99.637894,241.467194,-20.936474,-195.182434,-314.031433,-145.518005,342.427856,394.017273,-30.580772,-161.693008,-208.522293,-311.348724,-578.729248,-484.959106,-469.661560,0.000000,215.000000,-1.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,3.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000
1578522427.893726,8.000000,0.000000,-351.944427,-175.724747,-443.520905,-327.569244,18.248466,173.084869,-83.513550,-43.691708,-203.514496,991.362000,98.793213,8.505527,-243.970520,-170.391006,263.661865,-93.727501,-161.402893,102.102356,234.559052,-53.223228,-209.346222,-315.768677,-151.526337,374.905945,426.443756,2.270322,-152.300552,-209.339417,-306.421997,-569.432556,-454.730560,-436.371399,0.000000,195.000000,-1.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,3.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000
1578522427.901476,9.000000,0.000000,-340.823273,-168.882370,-436.410706,-306.216034,32.589191,174.963058,-62.404396,-25.699299,-201.259705,1023.191162,126.386726,40.804714,-233.470139,-153.810349,296.218719,-105.428642,-159.190201,84.564354,222.016800,-37.785393,-199.393280,-302.119568,-180.092758,342.223358,400.376282,35.088566,-137.789276,-198.360840,-299.961731,-543.222107,-421.455322,-414.909363,0.000000,183.000000,-1.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,3.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000
1578522427.909125,10.000000,0.000000,-325.097839,-166.149384,-435.461456,-300.781616,46.915577,144.018860,-40.803532,-20.545393,-197.981522,1053.962891,93.952652,73.584419,-222.467438,-122.374489,328.743011,-78.656548,-132.364349,104.479790,253.589661,-4.927094,-166.373383,-279.253357,-169.143433,309.573425,367.668213,8.899630,-135.087387,-181.752228,-298.123291,-535.499390,-430.777466,-429.366272,0.000000,201.000000,-1.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,3.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000
1578522427.916875,11.000000,0.000000,-321.695801,-167.521683,-437.077301,-313.814148,41.227638,111.567154,-47.942215,-24.114592,-207.014297,1055.473022,96.422798,74.536476,-220.193695,-123.277756,316.106567,-74.475327,-131.719162,104.375313,249.746323,27.898346,-156.976242,-277.435638,-136.153778,320.033112,379.095428,-22.391321,-134.952301,-178.493546,-298.338013,-547.271545,-440.603088,-422.270233,0.000000,208.000000,-1.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,3.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000
1578522427.924525,12.000000,0.000000,-323.938202,-167.354172,-434.588928,-300.679840,33.494102,89.404305,-59.176323,-22.552015,-189.884216,1066.212402,129.146881,45.231171,-222.024780,-149.308319,283.482788,-106.708549,-151.074631,84.270935,231.547867,-4.437244,-187.588486,-290.491516,-122.684296,352.533569,411.536835,-1.856109,-138.407089,-186.520187,-298.039673,-551.339661,-431.444519,-405.437714,0.000000,200.000000,-1.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,3.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000
